-0.0062634948,0.5566441902
-0.0060956639,0.6373908387
-0.0055310079,8.464296936
-0.0045239175,10.06994475
-0.003518583,11.67898054
-0.0025138571,13.91237566
-0.0015115418,16.95377547
-0.000507929,16.5524126
0.000491879,16.15117712
0.0014929849,17.10523483
0.0024920922,19.48715275
0.0034901025,21.87376366
0.0044879142,25.98293507
0.0054839357,32.4701294
0.0064789661,45.3691125
0.0074739999,63.2404978
0.0084670531,79.11601646
0.0094581305,92.64027668
0.0104502059,100.5628397
0.0114403094,106.4718278
0.0124294336,111.0783734
0.0134175803,114.6538697
0.0144057373,116.6749083
0.0153909494,118.086556
0.0163771592,119.5112026
0.0173614147,120.7540637
0.0183456841,121.3230663
0.019327024,121.8927129
0.0203093616,122.4737433
0.0212897563,122.8500521
0.0222701687,123.2269812
0.0232486437,123.6042913
0.0242261624,123.9821018
0.0252027264,123.514564
0.0261783376,123.6240985
0.0271549444,123.7338524
0.0281267093,123.8431075
0.0291004448,123.9527016
0.030073233,124.0622757
0.031043137,124.0470868
0.0320130696,123.9902161
0.03298303,123.9227289
0.0339520504,123.8548811
0.0349182014,123.7968501
0.0358843846,123.7281725
0.036850599,123.6383822
0.0378149178,123.443619
0.0387783076,123.2377998
0.0397417313,122.3512252
0.0407032675,122.195891
0.04166388,122.0400362
0.0426235707,121.7787064
0.0435832986,121.4012113
0.0445411499,121.0121438
0.0454980846,120.6326409
0.0464541044,120.2416615
0.0474092111,119.8497212
0.0483634065,119.3829312
0.0493166922,118.872778
0.050270021,118.3509801
0.0512214918,117.8278684
0.052171109,117.3034448
0.0531217218,116.7568302
0.0540704844,116.123939
0.0550192942,115.4791295
0.0559662591,114.8434248
0.0569132727,114.1638434
0.0578593903,113.4934347
0.058801785,112.8105801
0.0597470604,112.062613
0.0606895609,111.2380329
0.0616302337,110.4116079
0.0625709618,109.5300167
0.0635098673,108.6464823
0.0644516424,107.7615098
0.0653887846,106.7132556
0.066326921,105.4567395
0.0672613733,104.1963281
0.0681986895,102.9348523
0.0691323284,101.6694843
0.0700650965,100.3864902
0.0710007211,98.77311634
0.0719317488,97.1562082
0.0728628402,95.53622639
0.0737939943,93.61870305
0.0747242822,91.11558007
0.0756518512,88.71379367
0.0765785606,86.30850885
0.0775062629,83.89770987
0.0784340298,80.77001988
0.0793581657,73.82504366
0.0802832941,65.81692557
0.0812066454,57.78844786
0.0821291449,49.39035262
0.0830517145,38.787229
0.0839715949,26.25728798
0.0848915484,14.8887356
0.0858115742,2.073753573
