-0.0072864216,0.1781036917
-0.0071579269,0.6599626292
-0.0070294573,1.96309056
-0.0061636262,6.116627264
-0.005202007,7.09112234
-0.0042387709,8.067486813
-0.0032787693,9.045684492
-0.0023183854,15.96543821
-0.0013594236,15.99774498
-0.0003994798,15.23490008
0.0005569449,14.78388533
0.0015161501,14.33304787
0.0024703462,14.09628656
0.0034251275,14.34205761
0.0043793964,16.30965901
0.0053307662,20.31270243
0.0062842129,34.48881494
0.0072337731,48.99991486
0.0081873917,62.18736236
0.0091341563,71.63329477
0.0100829953,78.7739769
0.0110309349,84.04654888
0.0119769887,88.33931971
0.0129241226,92.63916658
0.0138674016,96.08088011
0.0148117623,99.40746255
0.0157542476,102.1774291
0.0166968289,104.1242229
0.0176375401,106.066179
0.0185783488,108.0116856
0.0195202345,109.9711223
0.0204553554,111.9231041
0.0213964545,113.8792952
0.0223308013,115.8382708
0.0232681839,117.481674
0.0242037126,119.1175045
0.0251354414,120.7661444
0.0260701999,122.1184142
0.0270031121,123.1728987
0.0279341823,124.2290067
0.028865358,125.2869774
0.0297956674,125.7243452
0.0307251121,125.9961947
0.0316517561,126.2680886
0.032581414,126.5511571
0.0335073073,126.8237565
0.034431378,127.0965211
0.035356526,127.3280971
0.036280819,127.2988972
0.0372042584,127.25898
0.0381258833,127.2291123
0.0390476213,127.18863
0.0399685104,127.1478603
0.0408895122,127.1174118
0.0418077485,126.8975077
0.0427241842,126.645351
0.0436407381,126.4031614
0.0445564527,126.160321
0.0454741962,125.9171885
0.0463882342,125.6625008
0.0473023913,125.4178164
0.0482147606,124.3589371
0.0491272502,123.7315651
0.0500379568,123.1027355
0.0509487851,122.4726818
0.0518568855,121.9152728
0.0527670079,121.3676141
0.053675355,120.8186525
0.054580984,120.119443
0.0554886316,119.1637434
0.0563935659,118.2059039
0.0572995705,117.2463703
0.0582028682,116.1993463
0.0591034654,115.0112145
0.0600089029,113.8107221
0.0609078758,112.6179513
0.0618088615,111.4017664
0.0627090362,109.9581642
0.0636084012,108.5010763
0.0645078957,107.0445307
0.0654037717,105.5859896
0.0663007176,103.0149119
0.0671968596,100.8729182
0.0680912652,98.72685723
0.0689858048,96.57691423
0.0698776799,94.42282058
0.0707715554,91.95279864
0.0716637016,89.29325852
0.0725550527,86.62886134
0.0734446808,83.22511389
0.0743353749,79.43156852
0.0752234212,70.91834438
0.076109753,53.32440494
0.0769980775,44.50993984
0.0778819133,28.1583986
0.0787686657,15.61342245
0.0796527855,7.003114139
0.0805379696,-0.6992585787
